date,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,10%,30%,70%,90%,Min,Median (POR),Max
08-13,51.8,55.22,54.32,47.48,53.6,48.2,55.04,43.16,57.92,46.22,59.18,52.88,51.62,61.16,55.76,40.28,48.2,59.54,50.36,55.04,43.16,55.22,56.84,50.9,56.84,58.1,53.6,49.82,56.3,50.72,55.04,57.74,55.4,48.92,47.12,46.598,50.684,55.436,58.046,40.28,53.96,61.16
08-14,54.5,53.96,58.82,46.76,55.04,49.28,51.62,46.76,57.92,51.8,56.12,51.26,51.08,64.58,58.1,46.22,52.16,60.44,48.92,52.52,45.14,57.02,57.56,53.42,53.24,57.74,55.04,45.32,52.16,53.06,53.42,59.72,52.88,55.22,45.5,46.76,51.782,55.31,58.604,45.14,53.33,64.58
08-15,57.74,49.64,55.04,46.94,55.04,57.02,51.44,46.76,52.16,47.3,58.64,48.74,53.96,64.22,59.0,52.34,50.72,58.1,46.58,41.72,50.36,53.42,48.2,57.2,53.24,55.22,54.5,47.12,55.04,50.72,56.12,58.1,56.3,60.8,50.54,46.994,50.684,56.138,58.478,41.72,53.69,64.22
08-16,50.54,51.08,50.72,45.32,53.24,56.84,55.94,40.64,53.96,49.46,54.32,49.28,55.04,59.72,57.56,53.78,51.44,56.48,52.16,39.56,50.9,49.64,50.72,59.18,52.52,50.36,57.56,48.38,58.1,48.92,58.46,59.36,58.28,61.7,51.62,48.542,50.702,56.516,58.964,39.56,52.88,61.7
08-17,49.82,47.12,51.62,44.24,54.68,46.76,55.76,48.56,48.56,53.06,52.7,54.68,51.08,46.58,55.4,50.72,50.72,51.8,55.22,44.6,54.14,54.14,53.06,59.9,51.62,42.8,56.48,51.26,56.3,50.18,62.96,57.38,58.64,63.86,56.3,46.634,50.666,54.734,58.262,42.8,52.25,63.86
08-18,49.1,51.98,51.08,48.2,53.96,39.02,45.32,47.48,51.44,56.3,46.94,60.08,49.46,53.96,50.36,42.62,48.2,50.36,58.1,46.76,58.46,53.6,51.98,61.52,51.44,38.66,50.54,53.6,49.64,53.96,59.72,44.24,57.2,59.9,56.66,44.564,49.01,53.96,59.342,38.66,51.26,61.52
08-19,45.68,52.52,56.66,46.94,53.42,46.22,48.2,46.76,51.98,53.06,52.7,56.3,51.98,62.42,53.78,46.76,51.44,52.16,59.54,50.9,53.24,52.7,54.5,59.54,51.8,46.22,42.62,53.42,51.08,61.7,54.86,44.96,55.76,55.58,54.5,46.22,51.062,53.852,58.676,42.62,52.61,62.42
08-20,45.32,53.96,46.58,51.98,55.4,53.96,54.32,53.06,55.4,51.62,48.38,54.68,52.34,63.32,51.44,53.6,53.24,49.28,57.38,55.76,53.96,54.68,52.88,58.28,47.66,52.34,47.66,52.7,47.48,57.74,55.04,40.1,56.84,50.36,55.94,47.534,51.602,54.68,57.218,40.1,53.15,63.32
08-21,47.12,55.58,51.26,42.26,52.88,53.42,47.3,52.7,52.88,52.88,49.64,53.6,44.42,60.08,53.06,56.66,54.5,49.28,53.6,60.62,57.92,53.96,56.84,54.68,44.96,53.42,55.94,51.44,46.58,56.84,56.12,43.16,54.86,54.86,54.68,45.446,51.422,54.86,56.84,42.26,53.42,60.62
08-22,43.7,56.12,47.48,43.52,48.92,57.92,48.92,55.94,53.42,53.96,52.88,54.32,46.4,54.14,52.52,53.42,60.08,47.12,45.86,61.34,51.98,59.0,54.86,55.4,43.7,41.72,56.66,54.86,48.92,52.16,59.0,44.78,53.42,53.96,54.14,44.024,48.92,54.86,58.676,41.72,53.42,61.34
08-23,45.32,55.4,34.52,53.06,48.92,52.7,54.68,54.5,55.04,57.02,57.74,55.94,45.86,55.22,41.72,54.68,59.72,44.24,53.24,54.5,42.8,58.46,55.94,54.86,40.82,48.92,48.02,55.58,49.82,47.48,58.28,53.24,54.14,53.78,52.16,43.232,48.92,55.058,57.524,34.52,53.96,59.72
08-24,43.16,60.98,32.54,53.78,56.12,51.08,57.02,50.36,50.36,56.3,53.6,54.14,47.48,57.56,46.4,48.74,52.7,44.78,58.82,51.26,48.38,56.84,54.68,50.54,36.68,56.3,41.18,51.44,50.9,54.68,57.38,51.26,52.7,53.6,54.14,43.646,50.36,54.68,57.272,32.54,52.07,60.98
08-25,42.98,60.08,31.28,40.46,54.32,46.76,53.24,48.74,53.42,56.84,55.4,55.76,50.72,57.02,43.52,45.32,48.38,54.86,59.72,52.16,55.04,57.02,49.64,55.58,41.36,56.12,42.98,48.74,51.26,51.08,59.18,50.18,50.72,52.88,48.92,42.98,48.74,55.076,57.02,31.28,51.71,60.08
08-26,46.04,53.96,38.84,39.92,57.56,53.78,55.58,45.86,52.52,58.64,50.54,57.74,47.84,58.1,41.0,50.72,47.84,59.0,53.42,55.22,59.54,56.66,51.62,55.22,46.04,54.14,43.52,53.42,48.92,45.14,55.94,49.46,50.72,53.96,46.04,44.006,48.812,55.22,57.992,38.84,52.97,59.54
08-27,50.18,52.16,48.74,43.7,52.34,54.86,55.58,47.3,52.88,57.02,53.96,56.84,45.32,51.98,42.44,52.34,48.74,56.12,44.24,57.02,57.74,59.72,57.02,54.32,49.82,48.02,50.9,56.84,37.76,47.84,47.66,46.58,51.62,49.28,51.98,44.564,48.668,54.374,57.02,37.76,51.8,59.72
08-28,52.16,47.48,49.28,48.74,50.0,57.02,51.8,54.68,57.38,49.82,53.78,59.36,45.68,48.38,47.48,54.5,52.7,51.44,51.44,55.04,46.4,56.84,59.54,53.42,51.62,53.24,53.06,57.56,39.38,53.96,50.36,43.16,50.36,52.16,50.36,46.724,49.982,53.798,57.272,39.38,51.98,59.54
08-29,53.96,50.72,41.18,37.76,46.94,56.48,47.66,51.98,58.82,50.9,53.6,54.14,48.02,44.24,51.26,57.2,56.12,54.14,53.42,56.48,43.7,51.62,61.7,53.24,49.28,55.4,55.4,56.66,46.94,54.32,54.68,49.1,52.7,56.12,46.76,45.05,50.576,54.752,56.606,37.76,53.33,61.7
08-30,51.08,55.22,45.14,36.5,42.44,,52.88,51.8,59.54,54.68,45.68,56.12,50.18,46.4,52.16,43.88,57.02,55.76,61.34,55.94,39.92,51.8,53.78,58.28,43.52,53.06,58.1,57.02,48.74,49.82,44.42,53.6,57.38,51.26,52.34,43.592,49.388,55.436,57.956,36.5,52.16,61.34
08-31,48.38,58.64,43.7,44.78,42.98,50.54,56.12,53.06,54.14,45.32,45.86,53.6,49.46,48.56,54.32,44.24,42.62,51.98,49.28,49.64,38.66,53.42,52.34,54.68,40.64,49.46,59.54,52.88,46.94,53.6,35.78,55.22,58.64,49.64,55.4,42.728,46.832,53.438,55.85,35.78,49.64,59.54
09-01,53.06,54.32,44.6,40.64,44.24,55.04,48.2,50.36,55.22,43.88,44.96,56.48,54.68,53.96,56.12,48.2,41.9,54.5,33.98,51.62,38.12,48.38,47.66,56.12,43.16,57.74,57.56,54.32,48.38,57.92,46.4,51.8,59.0,52.52,56.66,42.278,47.534,54.518,57.236,33.98,51.71,59.0
09-02,50.9,54.86,47.48,42.8,49.28,59.54,46.58,52.7,57.92,39.02,41.54,58.1,54.14,53.6,47.12,51.8,47.3,58.46,41.18,55.04,40.28,46.76,48.02,52.88,49.46,56.84,54.86,58.1,48.92,60.8,53.78,47.48,56.48,51.8,56.48,41.918,47.48,54.86,58.1,39.02,51.8,60.8
09-03,50.54,50.54,49.64,47.48,46.04,56.12,49.46,52.88,57.74,37.76,45.14,58.46,53.06,53.24,37.4,52.88,51.98,58.64,39.92,56.66,48.92,41.54,48.74,56.84,49.1,52.88,48.38,59.18,51.44,56.12,55.94,45.86,61.88,48.02,49.1,42.62,48.704,53.51,58.244,37.4,50.99,61.88
09-04,49.46,50.18,38.48,47.12,41.54,50.9,53.06,49.82,59.18,40.28,49.64,56.84,55.76,55.4,42.8,53.06,54.32,56.66,36.14,57.92,50.36,47.84,46.94,53.6,39.92,48.38,43.16,51.08,48.02,59.0,56.12,46.94,64.58,44.24,47.84,40.658,47.102,53.672,57.596,36.14,50.0,64.58
09-05,47.3,49.64,33.98,42.26,44.06,49.46,41.36,49.1,56.84,45.5,50.72,53.42,50.0,52.52,41.9,49.1,54.5,48.74,35.42,58.46,41.54,53.78,47.84,56.84,42.44,42.26,35.24,48.74,51.8,56.84,61.16,52.34,59.72,45.14,51.62,41.414,45.032,52.358,56.84,33.98,49.1,61.16
09-06,49.28,55.4,30.2,42.44,48.74,44.78,37.22,46.58,56.3,50.54,38.84,36.68,44.6,48.56,43.52,50.18,51.26,44.6,40.46,54.86,34.52,49.28,44.06,55.4,47.12,40.1,42.44,51.8,52.7,50.18,58.82,56.12,60.08,48.56,53.6,37.706,44.006,50.612,55.904,30.2,48.56,60.08
09-07,52.7,47.84,26.6,43.88,51.44,43.7,44.6,48.02,57.56,39.02,44.78,32.72,43.88,48.38,46.22,53.06,50.18,48.92,40.1,47.3,43.16,49.64,44.24,51.26,50.0,44.6,46.76,53.24,53.06,45.5,37.58,54.68,61.34,48.74,54.14,39.344,44.564,50.018,53.186,26.6,47.57,61.34
09-08,51.98,42.44,37.58,48.02,49.64,39.38,47.48,47.3,54.14,42.26,50.9,34.88,40.64,41.72,50.0,56.12,48.74,38.84,44.24,44.96,46.4,50.54,48.74,49.28,48.74,45.86,46.04,53.24,47.66,44.24,27.86,56.66,48.02,50.0,56.12,39.002,44.24,49.316,52.862,27.86,47.57,56.66
09-09,47.66,40.1,41.36,44.96,52.7,42.8,49.46,50.9,52.16,48.92,40.64,43.7,42.8,40.46,50.72,53.42,44.42,34.52,47.84,48.74,39.38,50.9,54.68,46.58,43.16,51.44,39.2,53.96,47.66,42.26,37.4,59.54,37.22,47.66,53.24,39.254,42.746,49.586,53.204,34.52,47.12,59.54
09-10,50.36,42.44,43.34,51.08,47.48,41.18,51.62,49.64,46.76,46.58,42.44,47.12,46.22,38.66,48.74,39.74,46.22,41.54,39.2,51.08,36.68,50.36,55.94,49.1,37.4,49.1,47.66,54.5,51.8,40.1,43.7,57.38,41.36,46.4,53.06,39.362,42.44,49.154,51.746,36.68,46.67,57.38
09-11,52.16,38.48,45.5,52.52,44.24,44.24,51.44,45.14,49.1,37.4,46.22,50.0,48.56,43.88,54.5,35.24,48.02,49.64,41.72,47.48,43.52,48.92,45.14,50.36,26.78,50.18,47.66,55.22,,38.48,47.12,51.8,50.54,47.12,49.28,38.48,44.78,49.784,52.088,26.78,47.48,55.22
09-12,56.84,41.18,41.72,32.36,45.86,46.58,48.74,42.98,47.3,36.14,51.26,47.84,45.68,35.06,50.72,34.52,52.52,51.98,43.7,46.22,45.14,48.2,38.84,47.84,33.98,53.06,31.64,56.48,,42.08,50.36,48.92,52.88,50.0,36.86,34.628,42.62,49.352,52.808,31.64,46.58,56.84
09-13,49.28,42.26,32.0,26.6,46.04,48.38,44.24,49.1,52.88,41.0,52.34,48.2,47.66,32.9,36.14,35.78,55.22,43.34,38.84,44.78,46.94,47.3,45.86,50.0,41.72,54.32,35.78,50.18,,46.76,51.26,46.22,54.32,40.28,36.32,35.78,42.044,48.668,52.772,26.6,46.22,55.22
09-14,52.52,30.02,42.8,35.24,36.86,51.44,41.0,51.44,53.78,43.34,54.32,40.28,49.1,40.1,34.52,41.36,46.58,45.68,42.98,52.7,46.4,42.26,49.28,46.22,44.78,50.0,41.18,44.24,,51.26,52.88,47.84,45.68,43.52,42.08,37.508,42.584,49.172,52.664,30.02,45.68,54.32
09-15,52.88,31.28,48.92,39.74,38.84,49.28,40.82,44.24,56.12,45.14,57.56,43.16,51.62,45.5,34.7,42.62,38.48,48.92,50.36,55.4,43.88,45.32,52.52,48.56,48.02,42.98,39.92,33.08,,56.3,52.52,51.62,44.96,45.32,48.2,38.552,43.088,49.712,54.896,31.28,45.32,57.56
09-16,48.56,36.14,49.28,33.62,43.88,49.1,33.26,35.42,53.42,47.84,55.22,45.86,51.8,39.92,41.18,42.98,31.1,47.66,52.7,55.76,50.72,42.08,43.34,52.52,50.72,37.4,41.54,30.74,,49.28,52.7,43.34,40.28,47.48,48.2,33.98,41.396,49.28,52.7,30.74,45.86,55.76
09-17,45.32,32.72,40.28,35.6,46.4,47.48,28.04,46.58,57.2,48.2,51.26,43.52,40.64,29.3,50.54,37.22,30.38,44.06,54.5,57.38,50.0,39.74,42.8,44.06,49.64,35.24,46.76,34.16,,38.12,52.16,47.84,40.46,49.64,41.36,33.008,40.064,47.984,51.98,28.04,44.06,57.38
09-18,44.42,32.54,40.28,36.5,41.72,40.46,28.76,37.76,49.82,43.52,47.84,43.88,38.3,34.34,52.34,36.14,37.76,37.94,53.42,55.58,51.8,40.28,48.38,36.32,48.2,35.42,47.12,42.26,,45.14,54.32,51.26,43.88,46.04,37.76,35.564,38.156,47.408,52.232,28.76,43.52,55.58
09-19,41.0,42.08,44.78,35.78,41.0,34.34,29.84,35.96,38.84,37.58,38.66,44.6,44.78,38.66,39.92,45.14,43.16,41.0,52.34,54.86,53.42,42.98,48.2,35.24,48.38,40.1,51.62,31.64,,45.32,43.7,37.58,51.44,46.4,41.36,35.348,38.768,44.924,51.584,29.84,42.08,54.86
09-20,36.14,47.48,43.16,39.2,43.34,,35.6,38.12,33.44,40.28,37.22,44.42,42.8,38.66,32.72,51.44,41.72,47.3,46.76,42.44,44.78,36.86,49.82,41.18,48.02,48.56,53.24,32.54,,35.6,39.92,32.0,48.56,42.62,45.68,33.656,38.282,44.672,48.56,32.0,42.08,53.24
09-21,37.94,38.3,41.72,35.42,33.98,22.82,39.02,40.64,36.32,46.04,29.12,48.74,33.08,40.46,28.58,44.24,34.16,47.12,35.78,37.22,42.8,40.46,49.82,47.48,49.46,50.18,45.14,33.62,,35.24,45.5,35.24,44.96,40.82,39.74,33.188,35.636,44.528,48.488,22.82,40.46,50.18
09-22,41.0,32.9,47.84,33.62,43.16,33.62,32.18,39.38,36.86,48.02,16.7,46.76,39.92,49.46,29.48,43.88,30.56,49.82,37.22,45.68,42.62,47.66,50.36,46.94,47.48,49.64,44.24,32.0,,37.76,48.2,43.34,38.48,36.14,44.24,32.036,37.076,46.832,49.208,16.7,42.62,50.36
09-23,46.4,36.14,53.24,36.5,48.38,29.66,30.38,42.08,46.58,50.72,20.48,50.18,44.24,49.1,37.94,41.36,32.9,38.66,37.04,52.16,42.8,50.54,51.62,40.28,48.92,50.54,43.16,33.44,,44.78,50.0,44.24,40.28,35.06,45.68,33.008,38.372,48.596,50.684,20.48,43.16,53.24
09-24,47.12,43.34,40.46,39.92,48.38,32.9,35.42,46.58,49.64,43.16,28.76,53.6,43.88,48.2,39.92,36.14,34.7,33.26,43.88,51.8,46.22,51.98,48.56,41.9,51.08,51.62,36.14,31.82,,46.4,53.6,44.6,43.88,39.02,50.18,33.548,39.92,47.552,51.764,28.76,43.88,53.6
09-25,47.48,44.42,28.94,37.58,48.38,38.84,25.7,49.28,43.16,38.84,36.68,53.6,36.68,53.78,44.78,34.34,40.46,36.68,53.6,53.42,49.28,52.52,44.6,33.98,53.42,55.58,42.44,32.54,33.8,44.96,43.16,47.84,45.5,45.14,54.68,33.854,38.714,47.894,53.546,25.7,44.51,55.58
09-26,41.72,46.04,32.9,40.64,48.2,41.72,18.32,48.02,40.28,26.42,39.56,50.54,39.02,50.9,45.14,42.98,42.98,39.92,46.58,51.98,53.78,50.54,44.24,29.66,52.34,58.28,46.22,36.14,40.28,42.8,37.22,51.26,48.56,48.92,53.42,33.872,40.28,48.236,51.764,18.32,43.61,58.28
09-27,40.1,47.84,38.3,45.5,50.18,42.26,26.42,35.96,48.74,23.54,41.72,51.8,35.78,43.88,44.24,43.34,41.18,41.72,48.02,41.36,52.7,51.44,44.96,29.66,42.8,49.64,48.2,38.12,40.1,37.4,33.62,50.9,49.1,48.2,50.18,34.268,40.1,48.038,50.684,23.54,43.07,52.7
09-28,39.56,41.9,39.92,42.26,50.0,42.8,39.38,39.74,45.14,27.86,46.4,50.9,41.0,41.9,44.42,39.74,47.48,45.14,48.74,48.02,54.68,51.98,46.58,33.98,39.74,44.6,49.1,37.94,39.2,34.52,37.58,45.14,48.92,42.26,,37.688,39.74,46.418,49.73,27.86,42.53,54.68
09-29,41.36,41.36,44.96,46.04,43.88,33.26,44.24,42.98,45.68,39.38,48.2,46.76,41.18,37.4,43.34,44.78,45.86,37.4,49.82,49.64,49.1,43.52,44.42,38.12,39.74,45.68,47.84,39.56,41.0,31.82,47.12,36.32,44.78,42.44,,37.4,41.162,45.68,48.092,31.82,43.7,49.82
09-30,46.22,42.44,47.66,46.94,42.8,32.36,47.12,48.38,41.0,40.64,45.32,47.3,31.82,39.56,41.54,47.3,46.4,37.76,52.16,33.98,48.92,50.72,44.06,36.5,37.04,47.84,46.76,37.4,34.52,28.04,43.52,37.4,40.1,47.84,,34.142,39.38,46.958,48.218,28.04,43.16,52.16
